seed,pen-cloned_ST1,pen-cloned_ST2,pen-cloned_ST4,pen-cloned_ST8,pen-cloned_ST16,kitchen-partial_ST1,kitchen-partial_ST2,kitchen-partial_ST4,kitchen-partial_ST8,kitchen-partial_ST16
133,0.24019502312432509,19.767501045641946,19.747872817562598,19.832083593903114,0.01116360596296694,0.0,0.25,0.0,0.25,0.25
134,19.70942701477078,19.524577865785773,19.816427932616982,19.48511950390907,3.322725391991975,0.0,0.0,0.0,0.25,0.75
135,0.6483627570401476,0.16819404964322165,6.70198872327373,0.3235149461375016,3.9768436637426197,0.0,0.0,0.0,0.25,0.25
136,-0.2885693183729041,-0.06177351841895901,-0.11941007433098337,-0.10606365676573473,0.6723552532504994,0.0,0.0,0.0,0.25,0.25
137,0.24214558551136847,0.22331549385194607,0.21157047577791593,0.22813255189944945,0.22349370763638432,0.0,0.0,0.0,0.25,1.0
138,0.6760768022635019,19.626755128379003,6.301574318874853,5.254654635127976,19.97251392263082,0.0,0.0,0.0,0.25,0.75
139,19.973797283593616,19.252864746011486,19.88102613100965,10.331391341324238,2.6153077717132094,0.0,0.0,0.0,0.25,0.5
140,3.5376431173129848,19.798731993236114,1.533461882561089,19.869212384291277,19.902814575436466,0.0,0.0,0.25,0.0,0.5
141,1.7723152680267145,19.919859009894747,19.97416800967363,3.6751567366042845,0.5410331574930312,0.0,0.0,0.0,0.0,0.5
142,-0.3067814134976967,-0.2913941522892257,-0.3001955057165001,-0.1687336590033287,-0.10068875309395589,0.0,0.25,0.25,0.25,0.5
143,0.32078867738501043,0.37080422292084003,0.5649415332473519,0.25440837384488313,0.2583007786473679,0.0,0.0,0.0,0.25,0.25
144,-0.22471713309550786,-0.22518333059740994,0.15169440011832014,0.12953820423679185,19.588342338864372,0.0,0.0,0.0,0.25,0.75
145,0.24338462375088787,0.2178926219155612,0.6954956484871742,0.53745978751847,-0.035540214162245384,0.0,0.25,0.25,0.25,0.25
146,3.5361044459106084,3.4799176394044946,0.25810066473007226,-0.0621011635337131,13.008816682940745,0.0,0.0,0.0,0.25,0.5
147,0.16220386212854404,0.24338851897507224,0.21463619218314595,0.21206275805063102,3.391919963628307,0.0,0.0,0.0,0.25,0.75
148,18.464648936663384,19.466845695404945,5.792089992394343,2.2343910697921587,10.933725217450124,0.0,0.0,0.0,0.5,0.75
149,-0.17996234040682074,-0.09131619409618516,0.20013295664793762,0.1923083986480997,0.08432359851799558,0.0,0.0,0.25,0.25,0.25
Average,3.5107755124138884,5.007483454235167,5.5156856679204544,4.625966116718034,7.285995914312718,0.03,0.04,0.10666666666666667,0.27166666666666667,0.4483333333333333
StdError,0.5379746221022036,0.6464570535179918,0.6544782143715319,0.6052050605771964,0.696662263271614,0.00665547158460036,0.007508384575005098,0.010667505559853265,0.0133647560378884,0.01710224985308324
Formatted,351.1±53.8,500.7±64.6,551.6±65.4,462.6±60.5,728.6±69.7,3.0±0.7,4.0±0.8,10.7±1.1,27.2±1.3,44.8±1.7
